"Elspeth, Knight-Errant",$29.99,Shards of Alara (Foil),NM/M
Dreg Reaver,$0.15,Shards of Alara,NM/M
Grizzly Bears,$0.15,Starter 1999,NM/M
Serpent Warrior,$0.15,Stronghold,NM/M
Briarberry Cohort,$0.25,Shadowmoor (Foil),NM/M
Elvish Visionary,$0.49,Shards of Alara (Foil),NM/M
Dregscape Zombie,$0.15,Shards of Alara,NM/M
Hand of Death,$0.15,Starter 1999,NM/M
Shaman en-Kor,$1.99,Stronghold,NM/M
Burn Trail,$0.25,Shadowmoor (Foil),NM/M
Empyrial Archangel,$11.99,Shards of Alara (Foil),NM/M
Hollow Dogs,$0.15,Starter 1999,NM/M
Druid of the Anima,$0.15,Shards of Alara,NM/M
Cauldron of Souls,$2.99,Shadowmoor (Foil),NM/M
Shard Phoenix,$0.49,Stronghold,NM/M
Esper Battlemage,$0.49,Shards of Alara (Foil),NM/M
Howling Fury,$0.25,Starter 1999,NM/M
Drumhunter,$0.25,Shards of Alara,NM/M
Cemetery Puca,$1.99,Shadowmoor (Foil),NM/M
Shifting Wall,$0.49,Stronghold,NM/M
Esper Charm,$1.49,Shards of Alara (Foil),NM/M
"Elspeth, Knight-Errant",$14.99,Shards of Alara,NM/M
Cerulean Wisps,$0.25,Shadowmoor (Foil),NM/M
Shock,$0.25,Stronghold,NM/M
Esper Panorama,$0.49,Shards of Alara (Foil),NM/M
Elvish Visionary,$0.25,Shards of Alara,NM/M
Chainbreaker,$0.25,Shadowmoor (Foil),NM/M
Sift,$0.15,Stronghold,NM/M
Hulking Goblin,$0.15,Starter 1999,NM/M
Etherium Astrolabe,$0.49,Shards of Alara (Foil),NM/M
Empyrial Archangel,$1.99,Shards of Alara,NM/M
Cinderbones,$0.25,Shadowmoor (Foil),NM/M
Silver Wyvern,$0.49,Stronghold,NM/M
Hulking Ogre,$0.25,Starter 1999,NM/M
Etherium Sculptor,$1.99,Shards of Alara (Foil),NM/M
Esper Battlemage,$0.25,Shards of Alara,NM/M
Cinderhaze Wretch,$0.25,Shadowmoor (Foil),NM/M
Skeleton Scavengers,$0.49,Stronghold,NM/M
Ingenious Thief,$0.15,Starter 1999,NM/M
Ethersworn Canonist,$9.99,Shards of Alara (Foil),NM/M
Esper Charm,$0.49,Shards of Alara,NM/M
Consign to Dream,$0.25,Shadowmoor (Foil),NM/M
Skyshroud Archer,$0.15,Stronghold,NM/M
Island (#158),$0.25,Starter 1999,NM/M
Excommunicate,$0.25,Shards of Alara (Foil),NM/M
Esper Panorama,$0.25,Shards of Alara,NM/M
Corrosive Mentor,$0.99,Shadowmoor (Foil),NM/M
Skyshroud Falcon,$0.15,Stronghold,NM/M
Executioner's Capsule,$0.49,Shards of Alara (Foil),NM/M
Island (#159),$0.25,Starter 1999,NM/M
Etherium Astrolabe,$0.25,Shards of Alara,NM/M
Corrupt,$1.49,Shadowmoor (Foil),NM/M
Skyshroud Troopers,$0.15,Stronghold,NM/M
Exuberant Firestoker,$0.49,Shards of Alara (Foil),NM/M
Island (#160),$0.25,Starter 1999,NM/M
Etherium Sculptor,$0.49,Shards of Alara,NM/M
Counterbore,$2.99,Shadowmoor (Foil),NM/M
Sliver Queen,$29.99,Stronghold,NM/M
Fatestitcher,$1.49,Shards of Alara (Foil),NM/M
Feral Hydra,$1.99,Shards of Alara (Foil),NM/M
Filigree Sages,$0.99,Shards of Alara (Foil),NM/M
Fire-Field Ogre,$0.49,Shards of Alara (Foil),NM/M
Flameblast Dragon,$1.99,Shards of Alara (Foil),NM/M
Fleshbag Marauder,$1.49,Shards of Alara (Foil),NM/M
Island (#161),$0.25,Starter 1999,NM/M
Forest (#246),$0.99,Shards of Alara (Foil),NM/M
Crabapple Cohort,$0.25,Shadowmoor (Foil),NM/M
Smite,$0.25,Stronghold,NM/M
Jagged Lightning,$0.25,Starter 1999,NM/M
Forest (#247),$0.99,Shards of Alara (Foil),NM/M
Knight Errant,$0.15,Starter 1999,NM/M
Last Chance,$1.99,Starter 1999,NM/M
Cragganwick Cremator,$1.99,Shadowmoor (Foil),NM/M
Crimson Wisps,$0.25,Shadowmoor (Foil),NM/M
Crowd of Cinders,$0.49,Shadowmoor (Foil),NM/M
Ethersworn Canonist,$3.99,Shards of Alara,NM/M
Excommunicate,$0.15,Shards of Alara,NM/M
Soltari Champion,$2.99,Stronghold,NM/M
Lava Axe,$0.15,Starter 1999,NM/M
Cultbrand Cinder,$0.25,Shadowmoor (Foil),NM/M
Forest (#248),$0.99,Shards of Alara (Foil),NM/M
Executioner's Capsule,$0.15,Shards of Alara,NM/M
Spike Breeder,$0.49,Stronghold,NM/M
Lone Wolf,$0.15,Starter 1999,NM/M
Curse of Chains,$0.25,Shadowmoor (Foil),NM/M
Forest (#249),$0.49,Shards of Alara (Foil),NM/M
Exuberant Firestoker,$0.25,Shards of Alara,NM/M
Spike Colony,$0.15,Stronghold,NM/M
Loyal Sentry,$3.99,Starter 1999,NM/M
Fatestitcher,$0.49,Shards of Alara,NM/M
Cursecatcher,$14.99,Shadowmoor (Foil),NM/M
Gather Specimens,$1.99,Shards of Alara (Foil),NM/M
Spike Feeder,$0.25,Stronghold,NM/M
Feral Hydra,$0.49,Shards of Alara,NM/M
Gift of the Gargantuan,$0.25,Shards of Alara (Foil),NM/M
Spike Soldier,$0.25,Stronghold,NM/M
Glaze Fiend,$0.49,Shards of Alara (Foil),NM/M
Dawnglow Infusion,$0.99,Shadowmoor (Foil),NM/M
Spike Worker,$0.15,Stronghold,NM/M
Deep-Slumber Titan,$1.99,Shadowmoor (Foil),NM/M
Spindrift Drake,$0.15,Stronghold,NM/M
Goblin Assault,$2.99,Shards of Alara (Foil),NM/M
Spined Sliver,$0.49,Stronghold,NM/M
Filigree Sages,$0.25,Shards of Alara,NM/M
Spined Wurm,$0.15,Stronghold,NM/M
Lynx,$0.75,Starter 1999,NM/M
Fire-Field Ogre,$0.25,Shards of Alara,NM/M
Spirit en-Kor,$0.15,Stronghold,NM/M
Man-o'-War,$0.99,Starter 1999,NM/M
Merfolk of the Pearl Trident,$0.25,Starter 1999,NM/M
Mind Rot,$0.15,Starter 1999,NM/M
Mons's Goblin Raiders,$0.49,Starter 1999,NM/M
Spitting Hydra,$0.49,Stronghold,NM/M
Stronghold Assassin,$0.99,Stronghold,NM/M
Goblin Assault,$2.75,Shards of Alara (Foil),SP
Deepchannel Mentor,$0.99,Shadowmoor (Foil),NM/M
Demigod of Revenge,$19.99,Shadowmoor (Foil),NM/M
Stronghold Taskmaster,$0.25,Stronghold,NM/M
Goblin Deathraiders,$0.25,Shards of Alara (Foil),NM/M
Sword of the Chosen,$0.49,Stronghold,NM/M
Deus of Calamity,$4.99,Shadowmoor (Foil),NM/M
Goblin Mountaineer,$0.25,Shards of Alara (Foil),NM/M
Temper,$0.25,Stronghold,NM/M
Devoted Druid,$2.99,Shadowmoor (Foil),NM/M
Godsire,$4.99,Shards of Alara (Foil),NM/M
Tempting Licid,$0.49,Stronghold,NM/M
Din of the Fireherd,$1.99,Shadowmoor (Foil),NM/M
Godtoucher,$0.25,Shards of Alara (Foil),NM/M
Thalakos Deceiver,$0.99,Stronghold,NM/M
Dire Undercurrents,$1.99,Shadowmoor (Foil),NM/M
Tidal Surge,$0.15,Stronghold,NM/M
Disturbing Plot,$0.25,Shadowmoor (Foil),NM/M
Monstrous Growth,$0.15,Starter 1999,NM/M
Tidal Warrior,$0.25,Stronghold,NM/M
Dramatic Entrance,$2.99,Shadowmoor (Foil),NM/M
Moon Sprite,$0.25,Starter 1999,NM/M
Torment,$0.15,Stronghold,NM/M
Dream Salvage,$0.49,Shadowmoor (Foil),NM/M
Mountain (#166),$0.25,Starter 1999,NM/M
Tortured Existence,$0.25,Stronghold,NM/M
Drove of Elves,$1.99,Shadowmoor (Foil),NM/M
Mountain (#167),$0.25,Starter 1999,NM/M
Venerable Monk,$0.15,Stronghold,NM/M
Drowner Initiate,$0.49,Shadowmoor (Foil),NM/M
Mountain (#168),$0.25,Starter 1999,NM/M
Verdant Touch,$0.49,Stronghold,NM/M
Dusk Urchins,$2.99,Shadowmoor (Foil),NM/M
Grixis Battlemage,$0.49,Shards of Alara (Foil),NM/M
Mountain (#169),$0.25,Starter 1999,NM/M
Victual Sliver,$0.99,Stronghold,NM/M
Elemental Mastery,$1.99,Shadowmoor (Foil),NM/M
Grixis Charm,$0.99,Shards of Alara (Foil),NM/M
Muck Rats,$0.15,Starter 1999,NM/M
Volrath's Gardens,$0.49,Stronghold,NM/M
Elsewhere Flask,$0.99,Shadowmoor (Foil),NM/M
Grixis Panorama,$0.49,Shards of Alara (Foil),NM/M
Volrath's Laboratory,$0.49,Stronghold,NM/M
Natural Spring,$0.25,Starter 1999,NM/M
Elvish Hexhunter,$0.49,Shadowmoor (Foil),NM/M
Guardians of Akrasa,$0.25,Shards of Alara (Foil),NM/M
Volrath's Shapeshifter,$0.99,Stronghold,NM/M
Nature's Cloak,$1.99,Starter 1999,NM/M
Ember Gale,$0.25,Shadowmoor (Foil),NM/M
Gustrider Exuberant,$0.25,Shards of Alara (Foil),NM/M
Volrath's Stronghold,$14.99,Stronghold,NM/M
Nature's Lore,$0.15,Starter 1999,NM/M
Emberstrike Duo,$0.25,Shadowmoor (Foil),NM/M
Hell's Thunder,$5.99,Shards of Alara (Foil),NM/M
Walking Dream,$0.25,Stronghold,NM/M
Norwood Archers,$0.15,Starter 1999,NM/M
Enchanted Evening,$3.99,Shadowmoor (Foil),NM/M
Hellkite Overlord,$9.99,Shards of Alara (Foil),NM/M
Wall of Blossoms,$2.49,Stronghold,NM/M
Norwood Ranger,$0.15,Starter 1999,NM/M
Everlasting Torment,$3.99,Shadowmoor (Foil),NM/M
Hindering Light,$0.49,Shards of Alara (Foil),NM/M
Wall of Essence,$0.49,Stronghold,NM/M
Ogre Warrior,$0.15,Starter 1999,NM/M
Flameblast Dragon,$0.99,Shards of Alara,NM/M
Faerie Macabre,$3.99,Shadowmoor (Foil),NM/M
Hissing Iguanar,$0.25,Shards of Alara (Foil),NM/M
Wall of Razors,$0.49,Stronghold,NM/M
Owl Familiar,$0.25,Starter 1999,NM/M
Fleshbag Marauder,$0.49,Shards of Alara,NM/M
Faerie Swarm,$0.49,Shadowmoor (Foil),NM/M
Immortal Coil,$1.99,Shards of Alara (Foil),NM/M
Wall of Souls,$1.99,Stronghold,NM/M
Path of Peace,$0.15,Starter 1999,NM/M
Farhaven Elf,$1.49,Shadowmoor (Foil),NM/M
Forest (#246),$0.25,Shards of Alara,NM/M
Incurable Ogre,$0.25,Shards of Alara (Foil),NM/M
Wall of Tears,$0.75,Stronghold,NM/M
Phantom Warrior,$0.99,Starter 1999,NM/M
Fate Transfer,$0.49,Shadowmoor (Foil),NM/M
Forest (#247),$0.25,Shards of Alara,NM/M
Infest,$0.99,Shards of Alara (Foil),NM/M
Warrior Angel,$1.49,Stronghold,NM/M
Piracy,$9.99,Starter 1999,NM/M
Fire-Lit Thicket,$7.99,Shadowmoor (Foil),NM/M
Invincible Hymn,$1.99,Shards of Alara (Foil),NM/M
Forest (#248),$0.25,Shards of Alara,NM/M
Warrior en-Kor,$0.39,Stronghold,NM/M
Plains (#154),$0.25,Starter 1999,NM/M
Firespout,$9.99,Shadowmoor (Foil),NM/M
Island (#234),$0.99,Shards of Alara (Foil),NM/M
Forest (#249),$0.25,Shards of Alara,NM/M
Youthful Knight,$0.15,Stronghold,NM/M
Plains (#155),$0.25,Starter 1999,NM/M
Fists of the Demigod,$0.75,Shadowmoor (Foil),NM/M
Island (#235),$0.49,Shards of Alara (Foil),NM/M
Gather Specimens,$0.49,Shards of Alara,NM/M
Plains (#156),$0.25,Starter 1999,NM/M
Flame Javelin,$2.99,Shadowmoor (Foil),NM/M
Island (#236),$0.99,Shards of Alara (Foil),NM/M
Gift of the Gargantuan,$0.15,Shards of Alara,NM/M
Plains (#157),$0.25,Starter 1999,NM/M
Advice from the Fae,$0.25,Shadowmoor,NM/M
Flourishing Defenses,$0.49,Shadowmoor (Foil),NM/M
Island (#237),$0.49,Shards of Alara (Foil),NM/M
Glaze Fiend,$0.15,Shards of Alara,NM/M
Pride of Lions,$1.49,Starter 1999,NM/M
Aethertow,$0.15,Shadowmoor,NM/M
Flow of Ideas,$0.49,Shadowmoor (Foil),NM/M
Jhessian Infiltrator,$0.99,Shards of Alara (Foil),NM/M
Goblin Assault,$0.99,Shards of Alara,NM/M
Aphotic Wisps,$0.15,Shadowmoor,NM/M
Forest (#298),$0.49,Shadowmoor (Foil),NM/M
Goblin Deathraiders,$0.15,Shards of Alara,NM/M
Jhessian Lookout,$0.25,Shards of Alara (Foil),NM/M
Apothecary Initiate,$0.15,Shadowmoor,NM/M
Forest (#299),$0.49,Shadowmoor (Foil),NM/M
Pride of Lions,$1.25,Starter 1999,SP
Jund Battlemage,$0.49,Shards of Alara (Foil),NM/M
Armored Ascension,$0.49,Shadowmoor,NM/M
Forest (#300),$0.49,Shadowmoor (Foil),NM/M
Psychic Transfer,$0.99,Starter 1999,NM/M
Jund Charm,$0.99,Shards of Alara (Foil),NM/M
Ashenmoor Cohort,$0.15,Shadowmoor,NM/M
Goblin Mountaineer,$0.15,Shards of Alara,NM/M
Forest (#301),$0.49,Shadowmoor (Foil),NM/M
Raging Goblin,$0.25,Starter 1999,NM/M
Jund Panorama,$0.49,Shards of Alara (Foil),NM/M
Ashenmoor Gouger,$0.49,Shadowmoor,NM/M
Godsire,$2.99,Shards of Alara,NM/M
Fossil Find,$0.49,Shadowmoor (Foil),NM/M
Raise Dead,$0.15,Starter 1999,NM/M
Jungle Shrine,$2.49,Shards of Alara (Foil),NM/M
Ashenmoor Liege,$2.99,Shadowmoor,NM/M
Godtoucher,$0.15,Shards of Alara,NM/M
Foxfire Oak,$0.25,Shadowmoor (Foil),NM/M
Ransack,$0.99,Starter 1999,NM/M
Jungle Weaver,$0.49,Shards of Alara (Foil),NM/M
Augury Adept,$1.99,Shadowmoor,NM/M
Grixis Battlemage,$0.25,Shards of Alara,NM/M
Fracturing Gust,$4.99,Shadowmoor (Foil),NM/M
Ravenous Rats,$0.49,Starter 1999,NM/M
Kathari Screecher,$0.25,Shards of Alara (Foil),NM/M
Ballynock Cohort,$0.15,Shadowmoor,NM/M
Grixis Charm,$0.25,Shards of Alara,NM/M
Fulminator Mage,$5.99,Shadowmoor (Foil),NM/M
Relearn,$0.99,Starter 1999,NM/M
Kederekt Creeper,$0.25,Shards of Alara (Foil),NM/M
Barkshell Blessing,$0.15,Shadowmoor,NM/M
Grixis Panorama,$0.25,Shards of Alara,NM/M
Furystoke Giant,$1.99,Shadowmoor (Foil),NM/M
Relentless Assault,$0.99,Starter 1999,NM/M
Kederekt Leviathan,$1.99,Shards of Alara (Foil),NM/M
Barrenton Cragtreads,$0.15,Shadowmoor,NM/M
Guardians of Akrasa,$0.15,Shards of Alara,NM/M
Ghastlord of Fugue,$4.99,Shadowmoor (Foil),NM/M
Remove Soul,$0.25,Starter 1999,NM/M
Keeper of Progenitus,$1.99,Shards of Alara (Foil),NM/M
Ghastly Discovery,$0.25,Shadowmoor (Foil),NM/M
Renewing Touch,$0.49,Starter 1999,NM/M
Righteous Charge,$0.49,Starter 1999,NM/M
Barrenton Medic,$0.15,Shadowmoor,NM/M
Righteous Fury,$5.99,Starter 1999,NM/M
Gustrider Exuberant,$0.15,Shards of Alara,NM/M
Kiss of the Amesha,$0.99,Shards of Alara (Foil),NM/M
Beseech the Queen,$0.99,Shadowmoor,NM/M
Royal Falcon,$0.25,Starter 1999,NM/M
Hell's Thunder,$2.99,Shards of Alara,NM/M
Giantbaiting,$0.49,Shadowmoor (Foil),NM/M
Knight of the Skyward Eye,$0.25,Shards of Alara (Foil),NM/M
Royal Trooper,$0.99,Starter 1999,NM/M
Biting Tether,$0.25,Shadowmoor,NM/M
Hellkite Overlord,$3.99,Shards of Alara,NM/M
Glamer Spinners,$0.49,Shadowmoor (Foil),NM/M
Knight of the White Orchid,$3.99,Shards of Alara (Foil),NM/M
Sacred Nectar,$0.15,Starter 1999,NM/M
Blazethorn Scarecrow,$0.15,Shadowmoor,NM/M
Hindering Light,$0.25,Shards of Alara,NM/M
Gleeful Sabotage,$0.49,Shadowmoor (Foil),NM/M
Knight-Captain of Eos,$1.99,Shards of Alara (Foil),NM/M
Scathe Zombies,$0.25,Starter 1999,NM/M
Blight Sickle,$0.15,Shadowmoor,NM/M
Hissing Iguanar,$0.15,Shards of Alara,NM/M
Glen Elendra Liege,$4.99,Shadowmoor (Foil),NM/M
Kresh the Bloodbraided,$4.99,Shards of Alara (Foil),NM/M
Scorching Spear,$0.15,Starter 1999,NM/M
Blistering Dieflyn,$0.15,Shadowmoor,NM/M
Immortal Coil,$0.49,Shards of Alara,NM/M
Sea Eagle,$0.25,Starter 1999,NM/M
Bloodmark Mentor,$0.49,Shadowmoor,NM/M
Incurable Ogre,$0.15,Shards of Alara,NM/M
Serpent Warrior,$0.15,Starter 1999,NM/M
Infest,$0.49,Shards of Alara,NM/M
Bloodshed Fever,$0.15,Shadowmoor,NM/M
Shrieking Specter,$1.99,Starter 1999,NM/M
Invincible Hymn,$0.49,Shards of Alara,NM/M
Blowfly Infestation,$0.49,Shadowmoor,NM/M
Silverback Ape,$1.49,Starter 1999,NM/M
Boartusk Liege,$2.99,Shadowmoor,NM/M
Island (#234),$0.25,Shards of Alara,NM/M
Sleight of Hand,$0.49,Starter 1999,NM/M
Island (#235),$0.25,Shards of Alara,NM/M
Boggart Arsonists,$0.15,Shadowmoor,NM/M
Snapping Drake,$0.15,Starter 1999,NM/M
Island (#236),$0.25,Shards of Alara,NM/M
Boggart Ram-Gang,$1.99,Shadowmoor,NM/M
Lich's Mirror,$3.99,Shards of Alara (Foil),NM/M
Soul Feast,$0.25,Starter 1999,NM/M
Island (#237),$0.25,Shards of Alara,NM/M
Boon Reflection,$1.99,Shadowmoor,NM/M
Lightning Talons,$0.25,Shards of Alara (Foil),NM/M
Southern Elephant,$0.15,Starter 1999,NM/M
Jhessian Infiltrator,$0.49,Shards of Alara,NM/M
Lush Growth,$0.25,Shards of Alara (Foil),NM/M
Briarberry Cohort,$0.15,Shadowmoor,NM/M
Spitting Earth,$0.25,Starter 1999,NM/M
Jhessian Lookout,$0.15,Shards of Alara,NM/M
Magma Spray,$0.49,Shards of Alara (Foil),NM/M
Burn Trail,$0.15,Shadowmoor,NM/M
Squall,$0.15,Starter 1999,NM/M
Jund Battlemage,$0.25,Shards of Alara,NM/M
Manaplasm,$1.99,Shards of Alara (Foil),NM/M
Cauldron of Souls,$0.99,Shadowmoor,NM/M
Steadfastness,$0.15,Starter 1999,NM/M
Jund Charm,$0.49,Shards of Alara,NM/M
Cemetery Puca,$0.99,Shadowmoor,NM/M
Gloomlance,$0.25,Shadowmoor (Foil),NM/M
Stone Rain,$0.25,Starter 1999,NM/M
Jund Panorama,$0.25,Shards of Alara,NM/M
Cerulean Wisps,$0.15,Shadowmoor,NM/M
Marble Chalice,$0.25,Shards of Alara (Foil),NM/M
Gloomwidow,$0.49,Shadowmoor (Foil),NM/M
Storm Crow,$0.15,Starter 1999,NM/M
Jungle Shrine,$1.49,Shards of Alara,NM/M
Chainbreaker,$0.15,Shadowmoor,NM/M
Master of Etherium,$4.99,Shards of Alara (Foil),NM/M
Stream of Acid,$1.99,Starter 1999,NM/M
Jungle Weaver,$0.15,Shards of Alara,NM/M
Cinderbones,$0.15,Shadowmoor,NM/M
Mayael the Anima,$5.99,Shards of Alara (Foil),NM/M
Summer Bloom,$0.99,Starter 1999,NM/M
Kathari Screecher,$0.15,Shards of Alara,NM/M
Gloomwidow's Feast,$0.25,Shadowmoor (Foil),NM/M
Cinderhaze Wretch,$0.15,Shadowmoor,NM/M
Memory Erosion,$3.99,Shards of Alara (Foil),NM/M
Swamp (#162),$0.25,Starter 1999,NM/M
Kederekt Creeper,$0.15,Shards of Alara,NM/M
Gnarled Effigy,$0.49,Shadowmoor (Foil),NM/M
Consign to Dream,$0.15,Shadowmoor,NM/M
Metallurgeon,$0.49,Shards of Alara (Foil),NM/M
Swamp (#163),$0.25,Starter 1999,NM/M
Kederekt Leviathan,$0.49,Shards of Alara,NM/M
Godhead of Awe,$3.99,Shadowmoor (Foil),NM/M
Corrosive Mentor,$0.49,Shadowmoor,NM/M
Mighty Emergence,$0.49,Shards of Alara (Foil),NM/M
Swamp (#164),$0.25,Starter 1999,NM/M
Keeper of Progenitus,$0.49,Shards of Alara,NM/M
Goldenglow Moth,$0.49,Shadowmoor (Foil),NM/M
Corrupt,$0.25,Shadowmoor,NM/M
Mindlock Orb,$1.99,Shards of Alara (Foil),NM/M
Swamp (#165),$0.25,Starter 1999,NM/M
Gravelgill Axeshark,$0.25,Shadowmoor (Foil),NM/M
Kiss of the Amesha,$0.25,Shards of Alara,NM/M
Counterbore,$0.99,Shadowmoor,NM/M
Minion Reflector,$1.99,Shards of Alara (Foil),NM/M
Sylvan Basilisk,$0.99,Starter 1999,NM/M
Gravelgill Duo,$0.25,Shadowmoor (Foil),NM/M
Knight of the Skyward Eye,$0.15,Shards of Alara,NM/M
Crabapple Cohort,$0.15,Shadowmoor,NM/M
Mosstodon,$0.25,Shards of Alara (Foil),NM/M
Sylvan Yeti,$0.99,Starter 1999,NM/M
Graven Cairns,$5.99,Shadowmoor (Foil),NM/M
Knight of the White Orchid,$2.99,Shards of Alara,NM/M
Cragganwick Cremator,$0.49,Shadowmoor,NM/M
Mountain (#242),$0.49,Shards of Alara (Foil),NM/M
Greater Auramancy,$9.99,Shadowmoor (Foil),NM/M
Knight-Captain of Eos,$0.49,Shards of Alara,NM/M
Crimson Wisps,$0.15,Shadowmoor,NM/M
Mountain (#243),$0.99,Shards of Alara (Foil),NM/M
Grief Tyrant,$0.49,Shadowmoor (Foil),NM/M
Sylvan Yeti,$0.89,Starter 1999,SP
Kresh the Bloodbraided,$1.49,Shards of Alara,NM/M
Crowd of Cinders,$0.25,Shadowmoor,NM/M
Mountain (#244),$0.99,Shards of Alara (Foil),NM/M
Grim Poppet,$2.99,Shadowmoor (Foil),NM/M
Thorn Elemental,$0.99,Starter 1999,NM/M
Lich's Mirror,$1.49,Shards of Alara,NM/M
Cultbrand Cinder,$0.15,Shadowmoor,NM/M
Mountain (#245),$0.49,Shards of Alara (Foil),NM/M
Guttural Response,$1.99,Shadowmoor (Foil),NM/M
Thunder Dragon,$24.99,Starter 1999,NM/M
Lightning Talons,$0.15,Shards of Alara,NM/M
Curse of Chains,$0.15,Shadowmoor,NM/M
Mycoloth,$4.99,Shards of Alara (Foil),NM/M
Heap Doll,$0.49,Shadowmoor (Foil),NM/M
Tidings,$2.49,Starter 1999,NM/M
Lush Growth,$0.15,Shards of Alara,NM/M
Cursecatcher,$2.99,Shadowmoor,NM/M
Naturalize,$0.99,Shards of Alara (Foil),NM/M
Heartmender,$1.99,Shadowmoor (Foil),NM/M
Time Ebb,$0.15,Starter 1999,NM/M
Magma Spray,$0.15,Shards of Alara,NM/M
Dawnglow Infusion,$0.25,Shadowmoor,NM/M
Naya Battlemage,$0.75,Shards of Alara (Foil),NM/M
Helm of the Ghastlord,$0.25,Shadowmoor (Foil),NM/M
Time Warp,$9.99,Starter 1999,NM/M
Manaplasm,$0.49,Shards of Alara,NM/M
Naya Charm,$0.99,Shards of Alara (Foil),NM/M
Hollowborn Barghest,$1.99,Shadowmoor (Foil),NM/M
Touch of Brilliance,$0.15,Starter 1999,NM/M
Naya Panorama,$0.49,Shards of Alara (Foil),NM/M
Hollowsage,$0.49,Shadowmoor (Foil),NM/M
Deep-Slumber Titan,$0.49,Shadowmoor,NM/M
Trained Orgg,$0.99,Starter 1999,NM/M
Marble Chalice,$0.15,Shards of Alara,NM/M
Horde of Boggarts,$0.99,Shadowmoor (Foil),NM/M
Deepchannel Mentor,$0.25,Shadowmoor,NM/M
Necrogenesis,$0.49,Shards of Alara (Foil),NM/M
Tremor,$0.15,Starter 1999,NM/M
Master of Etherium,$3.99,Shards of Alara,NM/M
Howl of the Night Pack,$0.49,Shadowmoor (Foil),NM/M
Demigod of Revenge,$9.99,Shadowmoor,NM/M
Obelisk of Bant,$0.49,Shards of Alara (Foil),NM/M
Undo,$0.25,Starter 1999,NM/M
Mayael the Anima,$1.49,Shards of Alara,NM/M
Hungry Spriggan,$0.49,Shadowmoor (Foil),NM/M
Deus of Calamity,$2.99,Shadowmoor,NM/M
Obelisk of Esper,$0.25,Shards of Alara (Foil),NM/M
Untamed Wilds,$0.49,Starter 1999,NM/M
Memory Erosion,$1.99,Shards of Alara,NM/M
Illuminated Folio,$0.49,Shadowmoor (Foil),NM/M
Devoted Druid,$0.99,Shadowmoor,NM/M
Obelisk of Grixis,$0.49,Shards of Alara (Foil),NM/M
Venerable Monk,$0.15,Starter 1999,NM/M
Metallurgeon,$0.25,Shards of Alara,NM/M
Impromptu Raid,$1.99,Shadowmoor (Foil),NM/M
Din of the Fireherd,$0.49,Shadowmoor,NM/M
Obelisk of Jund,$0.25,Shards of Alara (Foil),NM/M
Vengeance,$0.25,Starter 1999,NM/M
Mighty Emergence,$0.25,Shards of Alara,NM/M
Incremental Blight,$0.99,Shadowmoor (Foil),NM/M
Obelisk of Naya,$0.25,Shards of Alara (Foil),NM/M
Dire Undercurrents,$0.49,Shadowmoor,NM/M
Veteran Cavalier,$0.49,Starter 1999,NM/M
Mindlock Orb,$0.49,Shards of Alara,NM/M
Inescapable Brute,$0.25,Shadowmoor (Foil),NM/M
Oblivion Ring,$2.49,Shards of Alara (Foil),NM/M
Disturbing Plot,$0.15,Shadowmoor,NM/M
Vizzerdrix,$0.99,Starter 1999,NM/M
Minion Reflector,$0.49,Shards of Alara,NM/M
Inkfathom Infiltrator,$0.99,Shadowmoor (Foil),NM/M
Onyx Goblet,$0.25,Shards of Alara (Foil),NM/M
Dramatic Entrance,$0.49,Shadowmoor,NM/M
Volcanic Dragon,$1.49,Starter 1999,NM/M
Mosstodon,$0.15,Shards of Alara,NM/M
Inkfathom Witch,$0.49,Shadowmoor (Foil),NM/M
Ooze Garden,$1.99,Shards of Alara (Foil),NM/M
Dream Salvage,$0.25,Shadowmoor,NM/M
Volcanic Hammer,$0.25,Starter 1999,NM/M
Mountain (#242),$0.25,Shards of Alara,NM/M
Inquisitor's Snare,$0.25,Shadowmoor (Foil),NM/M
Outrider of Jhess,$0.25,Shards of Alara (Foil),NM/M
Drove of Elves,$0.99,Shadowmoor,NM/M
Water Elemental,$0.25,Starter 1999,NM/M
Mountain (#243),$0.25,Shards of Alara,NM/M
Intimidator Initiate,$0.49,Shadowmoor (Foil),NM/M
Plains (#230),$0.49,Shards of Alara (Foil),NM/M
Drowner Initiate,$0.25,Shadowmoor,NM/M
Whiptail Wurm,$0.25,Starter 1999,NM/M
Mountain (#244),$0.25,Shards of Alara,NM/M
Island (#286),$0.49,Shadowmoor (Foil),NM/M
Dusk Urchins,$0.99,Shadowmoor,NM/M
Plains (#231),$0.49,Shards of Alara (Foil),NM/M
Whirlwind,$0.99,Starter 1999,NM/M
Mountain (#245),$0.25,Shards of Alara,NM/M
Island (#287),$0.99,Shadowmoor (Foil),NM/M
Plains (#232),$0.99,Shards of Alara (Foil),NM/M
Elemental Mastery,$0.49,Shadowmoor,NM/M
Wicked Pact,$0.99,Starter 1999,NM/M
Mycoloth,$2.99,Shards of Alara,NM/M
Island (#288),$0.49,Shadowmoor (Foil),NM/M
Plains (#233),$0.99,Shards of Alara (Foil),NM/M
Elsewhere Flask,$0.15,Shadowmoor,NM/M
Wild Griffin,$0.15,Starter 1999,NM/M
Naturalize,$0.15,Shards of Alara,NM/M
Island (#289),$0.49,Shadowmoor (Foil),NM/M
Predator Dragon,$1.99,Shards of Alara (Foil),NM/M
